"Fine sandy loam"||"107576802"|"109430821"
"Loam"||"107576803"|"109430269"
"Loam"||"107576804"|"109429956"
"Clay loam"||"107576805"|"109430266"
"Fine sandy loam"||"107576806"|"109430667"
"Sandy clay loam"||"107576807"|"109430268"
"Fine sandy loam"||"107576808"|"109429962"
"Clay loam"||"107576809"|"109429958"
"Sandy clay loam"||"107576810"|"109429960"
"Loam"||"107576846"|"109430434"
"Fine sandy loam"||"107576847"|"109430435"
"Sandy clay loam"||"107576848"|"109430436"
"Fine sandy loam"||"107576849"|"109430353"
"Loam"||"107576850"|"109430956"
"Clay loam"||"107576851"|"109430203"
"Sandy clay loam"||"107576852"|"109430204"
"Loam"||"107576853"|"109430437"
"Clay loam"||"107576854"|"109430352"
"Sandy clay loam"||"107576855"|"109430955"
"Fine sandy loam"||"107576856"|"109430737"
"Fine sandy loam"||"107576857"|"109430738"
"Loam"||"107576858"|"109430739"
"Fine sandy loam"||"107576859"|"109430740"
"Loam"||"107576860"|"109430741"
"Fine sandy loam"||"107576861"|"109430823"
"Loam"||"107576862"|"109431063"
"Loam"||"107576863"|"109430742"
"Fine sandy loam"||"107576864"|"109430743"
"Loam"||"107576865"|"109430744"
"Fine sandy loam"||"107576866"|"109430826"
"Loam"||"107576867"|"109431065"
"Loam"||"107576868"|"109430827"
"Fine sandy loam"||"107576869"|"109431066"
"Fine sandy loam"||"107576870"|"109430828"
"Loam"||"107576871"|"109430865"
"Fine sandy loam"||"107576872"|"109430866"
"Loam"||"107576873"|"109430867"
"Fine sandy loam"||"107576874"|"109430825"
"Loam"||"107576875"|"109430824"
"Fine sandy loam"||"107576876"|"109431064"
"Sandy clay loam"||"107576877"|"109430861"
"Loam"||"107576878"|"109430862"
"Fine sandy loam"||"107576879"|"109430863"
"Sandy clay loam"||"107576880"|"109430864"
"Loam"||"107576881"|"109430578"
"Fine sandy loam"||"107576882"|"109430021"
"Sandy clay loam"||"107576883"|"109430579"
"Fine sandy loam"||"107576884"|"109430205"
"Fine sandy loam"||"107576885"|"109430206"
"Loam"||"107576886"|"109430957"
"Fine sandy loam"||"107576887"|"109430354"
"Loam"||"107576888"|"109430958"
"Fine sandy loam"||"107576889"|"109430355"
"Loam"||"107576890"|"109430438"
"Fine sandy loam"||"107576891"|"109430444"
"Loam"||"107576892"|"109430445"
"Fine sandy loam"||"107576893"|"109430446"
"Loam"||"107576894"|"109430963"
"Loam"||"107576895"|"109430209"
"Fine sandy loam"||"107576896"|"109430210"
"Loam"||"107576897"|"109430358"
"Loam"||"107576898"|"109430962"
"Fine sandy loam"||"107576899"|"109430443"
"Fine sandy loam"||"107576900"|"109430961"
"Loam"||"107576901"|"109430359"
"Loam"||"107576902"|"109430439"
"Fine sandy loam"||"107576903"|"109430440"
"Sandy clay loam"||"107576904"|"109430441"
"Loam"||"107576905"|"109430442"
"Fine sandy loam"||"107576906"|"109430959"
"Sandy clay loam"||"107576907"|"109430356"
"Fine sandy loam"||"107576908"|"109430960"
"Sandy clay loam"||"107576909"|"109430208"
"Loam"||"107576910"|"109430357"
"Fine sandy loam"||"107576911"|"109430207"
"Loam"||"107576912"|"109430215"
"Clay loam"||"107576913"|"109430965"
"Sandy clay loam"||"107576914"|"109430362"
"Loam"||"107576915"|"109430211"
